Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Ludovic Blas,21,France,Right Winger,5000000,EA Guingamp,8000000.0,Ligue_1_2019.csv,Ligue 1,,,ludovic blas,2019,2018,2019,Ligue 1,Ludovic Blas,fr FRA,MF FW,Guingamp,20,1997.0,34.0,27.0,2372,0.0,1.0,6.0,7.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,140.0,81.0,2018-2019,Ligue-1,0.0,0.0,0.0,ludovic blas,2018,Ligue 1,Ludovic Blas,fr FRA,FWMF,Nantes,21,1997.0,24.0,22.0,1845,0.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,53.0,92.0,112.0,2019-2020,Ligue-1,0.0,0.0,0.0,ludovic blas,2019,Ligue 1
M'Baye Niang,24,Senegal,Centre-Forward,12000000,Torino,15000000.0,Ligue_1_2019.csv,Ligue 1,,,m'baye niang,2019,2018,2019,Ligue 1,M'Baye Niang,sn SEN,FW MF,Rennes,23,1994.0,29.0,19.0,1793,0.0,11.0,4.0,15.0,9.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,63.0,44.0,115.0,2018-2019,Ligue-1,0.0,0.0,0.0,m'baye niang,2018,Ligue 1,M'Baye Niang,sn SEN,FW,Rennes,24,1994.0,26.0,24.0,2126,0.0,10.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.6,0.0,21.0,28.0,114.0,2019-2020,Ligue-1,0.0,0.0,0.0,m'baye niang,2019,Ligue 1
Flavien Tait,26,France,Central Midfield,8000000,Angers SCO,9000000.0,Ligue_1_2019.csv,Ligue 1,,,flavien tait,2019,2018,2019,Ligue 1,Flavien Tait,fr FRA,MF FW,Angers,25,1993.0,36.0,34.0,2985,33.2,5.0,7.0,12.0,5.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,184.0,159.0,279.0,2018-2019,Ligue-1,0.1506024096385542,0.2108433734939759,0.36144578313253,flavien tait,2018,Ligue 1,Flavien Tait,fr FRA,MFFW,Rennes,26,1993.0,17.0,9.0,885,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,51.0,67.0,2019-2020,Ligue-1,0.0,0.0,0.0,flavien tait,2019,Ligue 1
Wesley Saïd,24,France,Centre-Forward,6000000,Dijon FCO,8000000.0,Ligue_1_2019.csv,Ligue 1,,,wesley saïd,2019,2018,2019,Ligue 1,Wesley Saïd,fr FRA,FW MF,Dijon,23,1995.0,34.0,25.0,2253,25.0,4.0,1.0,5.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,68.0,78.0,160.0,2018-2019,Ligue-1,0.16,0.04,0.2,wesley saïd,2018,Ligue 1,Wesley Saïd,fr FRA,MFFW,Toulouse,24,1995.0,23.0,14.0,116,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,50.0,84.0,2019-2020,Ligue-1,0.0,0.0,0.0,wesley saïd,2019,Ligue 1
Rémi Oudin,23,France,Attacking Midfield,11000000,Stade Reims,10000000.0,Ligue_1_2019.csv,Ligue 1,,,rémi oudin,2019,2018,2019,Ligue 1,Remi Oudin,fr FRA,FW MF,Reims,21,1996.0,37.0,32.0,2612,29.0,10.0,4.0,14.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,42.0,58.0,202.0,2018-2019,Ligue-1,0.3448275862068966,0.1379310344827586,0.4827586206896552,remi oudin,2018,Ligue 1,Remi Oudin,fr FRA,FWMF,Bordeaux,22,1996.0,8.0,5.0,562,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,67.0,2019-2020,Ligue-1,0.0,0.0,0.0,remi oudin,2019,Ligue 1
Vitolo,27,Spain,Left Winger,25000000,Sevilla FC,35600000.0,La_Liga_2017.csv,La Liga,,,vitolo,2017,2016,2017,La Liga,Vitolo,es ESP,FW MF,Sevilla,26,1989.0,30.0,25.0,2332,0.0,6.0,5.0,11.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,vitolo,2016,La Liga,Vitolo,es ESP,FW MF,Las Palmas,27,1989.0,9.0,8.0,689,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.0,36.0,34.0,63.0,2017-2018,La-Liga,0.0,0.0,0.0,vitolo,2017,La Liga
Pablo Fornals,21,Spain,Central Midfield,10000000,Málaga CF,12000000.0,La_Liga_2017.csv,La Liga,,,pablo fornals,2017,2016,2017,La Liga,Pablo Fornals,es ESP,FW MF,Málaga,20,1996.0,32.0,31.0,2666,0.0,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,pablo fornals,2016,La Liga,Pablo Fornals,es ESP,MF FW,Villarreal,21,1996.0,35.0,30.0,262,0.0,3.0,12.0,15.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,74.0,171.0,175.0,2017-2018,La-Liga,0.0,0.0,0.0,pablo fornals,2017,La Liga
Simone Zaza,26,Italy,Centre-Forward,15000000,Juventus,16000000.0,La_Liga_2017.csv,La Liga,,,simone zaza,2017,2016,2017,La Liga,Simone Zaza,it ITA,FW,Valencia,25,1991.0,20.0,15.0,1377,0.0,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,simone zaza,2016,La Liga,Simone Zaza,it ITA,FW,Valencia,26,1991.0,33.0,23.0,2077,0.0,13.0,1.0,14.0,13.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,24.0,31.0,138.0,2017-2018,La-Liga,0.0,0.0,0.0,simone zaza,2017,La Liga
Víctor Camarasa,23,Spain,Central Midfield,5000000,Levante,7000000.0,La_Liga_2017.csv,La Liga,,,víctor camarasa,2017,2016,2017,La Liga,Víctor Camarasa,es ESP,MF,Alavés,22,1994.0,31.0,28.0,2495,0.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0,0.0,0.0,víctor camarasa,2016,La Liga,Víctor Camarasa,es ESP,MF,Betis,23,1994.0,24.0,14.0,1252,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,68.0,51.0,2017-2018,La-Liga,0.0,0.0,0.0,víctor camarasa,2017,La Liga
Dani Ceballos,20,Spain,Central Midfield,10000000,Real Betis,16500000.0,La_Liga_2017.csv,La Liga,,,dani ceballos,2017,2016,2017,La Liga,Dani Ceballos,es ESP,MF,Betis,19,1996.0,30.0,24.0,2339,26.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,La-Liga,0.0769230769230769,0.0769230769230769,0.1538461538461538,dani ceballos,2016,La Liga,Dani Ceballos,es ESP,MF,Real Madrid,20,1996.0,12.0,4.0,401,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,13.0,38.0,17.0,2017-2018,La-Liga,0.0,0.0,0.0,dani ceballos,2017,La Liga
Patrik Schick,24,Czech Republic,Centre-Forward,25000000,AS Roma,26500000.0,Bundesliga_2020.csv,Bundesliga,Bayer Leverkusen,,patrik schick,2020,2019,2020,Bundesliga,Patrik Schick,cz CZE,FW,RB Leipzig,23,1996.0,22.0,15.0,1298,0.0,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,118.0,2019-2020,Bundesliga,0.0,0.0,0.0,patrik schick,2019,Bundesliga,Patrik Schick,cz CZE,FW,Leverkusen,24,1996.0,29.0,20.0,1866,0.0,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,132.0,2020-2021,Bundesliga,0.0,0.0,0.0,patrik schick,2020,Bundesliga
Jhon Córdoba,27,Colombia,Centre-Forward,12000000,1.FC Köln,15000000.0,Bundesliga_2020.csv,Bundesliga,Hertha BSC,,jhon córdoba,2020,2019,2020,Bundesliga,Jhon Córdoba,co COL,FW,Köln,26,1993.0,29.0,23.0,1998,0.0,13.0,2.0,15.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,134.0,2019-2020,Bundesliga,0.0,0.0,0.0,jhon córdoba,2019,Bundesliga,Jhon Córdoba,co COL,FW,Hertha BSC,27,1993.0,21.0,17.0,1537,0.0,7.0,1.0,8.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,97.0,2020-2021,Bundesliga,0.0,0.0,0.0,jhon córdoba,2020,Bundesliga
Leonardo Bittencourt,26,Germany,Central Midfield,4800000,TSG Hoffenheim,7000000.0,Bundesliga_2020.csv,Bundesliga,SV Werder Bremen,,leonardo bittencourt,2020,2019,2020,Bundesliga,Leonardo Bittencourt,de GER,MF,Hoffenheim,25,1993.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2019-2020,Bundesliga,0.0,0.0,0.0,leonardo bittencourt,2019,Bundesliga,Leonardo Bittencourt,de GER,MF FW,Werder Bremen,26,1993.0,27.0,19.0,1514,0.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,40.0,42.0,106.0,2020-2021,Bundesliga,0.0,0.0,0.0,leonardo bittencourt,2020,Bundesliga
Sebastian Andersson,29,Sweden,Centre-Forward,7000000,1.FC Union Berlin,6500000.0,Bundesliga_2020.csv,Bundesliga,1.FC Köln,,sebastian andersson,2020,2019,2020,Bundesliga,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991.0,33.0,31.0,2682,0.0,12.0,1.0,13.0,11.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,54.0,204.0,2019-2020,Bundesliga,0.0,0.0,0.0,sebastian andersson,2019,Bundesliga,Sebastian Andersson,se SWE,FW,Köln,29,1991.0,16.0,14.0,1126,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,6.0,20.0,55.0,2020-2021,Bundesliga,0.0,0.0,0.0,sebastian andersson,2020,Bundesliga
Ondrej Duda,25,Slovakia,Central Midfield,7000000,Hertha BSC,7000000.0,Bundesliga_2020.csv,Bundesliga,1.FC Köln,,ondrej duda,2020,2019,2020,Bundesliga,Ondrej Duda,sk SVK,MF,Hertha BSC,24,1994.0,7.0,6.0,447,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,8.0,17.0,19.0,2019-2020,Bundesliga,0.0,0.2,0.2,ondrej duda,2019,Bundesliga,Ondrej Duda,sk SVK,FW MF,Köln,25,1994.0,32.0,32.0,2537,0.0,7.0,5.0,12.0,4.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,32.0,126.0,132.0,2020-2021,Bundesliga,0.0,0.0,0.0,ondrej duda,2020,Bundesliga
Brais Méndez,25,Spain,Attacking Midfield,18000000,Celta de Vigo,14000000.0,La_Liga_2022.csv,La Liga,,,brais méndez,2022,2021,2022,La Liga,Brais Méndez,es ESP,MF,Celta Vigo,24,1997.0,37.0,36.0,3021,33.6,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,57.0,195.0,161.0,2021-2022,La-Liga,0.119047619047619,0.1488095238095238,0.2678571428571428,brais méndez,2021,La Liga,Brais Méndez,es ESP,MF,Real Sociedad,25,1997.0,34.0,28.0,2407,0.0,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,41.0,137.0,138.0,2022-2023,La-Liga,0.0,0.0,0.0,brais méndez,2022,La Liga
William José,30,Brazil,Centre-Forward,12000000,Real Sociedad,10000000.0,La_Liga_2022.csv,La Liga,,,william josé,2022,2021,2022,La Liga,Willian José,br BRA,FW,Betis,29,1991.0,32.0,19.0,1604,0.0,8.0,4.0,12.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,18.0,38.0,100.0,2021-2022,La-Liga,0.0,0.0,0.0,willian josé,2021,La Liga,Willian José,br BRA,FW,Betis,30,1991.0,28.0,6.0,731,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,27.0,2022-2023,La-Liga,0.0,0.0,0.0,willian josé,2022,La Liga
Raúl de Tomás,27,Spain,Centre-Forward,25000000,Espanyol,11000000.0,La_Liga_2022.csv,La Liga,,,raúl de tomás,2022,2021,2022,La Liga,Raúl de Tomás,es ESP,FW,Espanyol,26,1994.0,34.0,33.0,2914,32.4,17.0,3.0,20.0,12.0,5.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,44.0,86.0,191.0,2021-2022,La-Liga,0.5246913580246914,0.0925925925925926,0.617283950617284,raúl de tomás,2021,La Liga,Raúl de Tomás,es ESP,FW,Rayo Vallecano,27,1994.0,19.0,9.0,805,0.0,4.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.5,4.0,13.0,18.0,51.0,2022-2023,La-Liga,0.0,0.0,0.0,raúl de tomás,2022,La Liga
Borja Mayoral,25,Spain,Centre-Forward,9000000,real Madrid,10000000.0,La_Liga_2022.csv,La Liga,,,borja mayoral,2022,2021,2022,La Liga,Borja Mayoral,es ESP,FW,Getafe,24,1997.0,18.0,11.0,1044,0.0,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0,24.0,55.0,2021-2022,La-Liga,0.0,0.0,0.0,borja mayoral,2021,La Liga,Borja Mayoral,es ESP,FW,Getafe,25,1997.0,35.0,33.0,2759,0.0,8.0,2.0,10.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,58.0,64.0,166.0,2022-2023,La-Liga,0.0,0.0,0.0,borja mayoral,2022,La Liga
Vedat Muriqi,28,Kosovo,Centre-Forward,7000000,Lazio,8020000.0,La_Liga_2022.csv,La Liga,,,vedat muriqi,2022,2021,2022,La Liga,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994.0,16.0,16.0,1438,16.0,5.0,3.0,8.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,84.0,2021-2022,La-Liga,0.3125,0.1875,0.5,vedat muriqi,2021,La Liga,Vedat Muriqi,xk KVX,FW,Mallorca,28,1994.0,35.0,34.0,2937,32.6,15.0,3.0,18.0,11.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,28.0,60.0,152.0,2022-2023,La-Liga,0.460122699386503,0.0920245398773006,0.5521472392638036,vedat muriqi,2022,La Liga
Nicolò Barella,23,Italy,Central Midfield,50000000,Cagliari,32500000.0,Serie_A_2020.csv,Serie A,,,nicolò barella,2020,2019,2020,Serie A,Nicolò Barella,it ITA,MF,Inter,22,1997.0,27.0,23.0,2013,0.0,1.0,4.0,5.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,47.0,183.0,98.0,2019-2020,Serie-A,0.0,0.0,0.0,nicolò barella,2019,Serie A,Nicolò Barella,it ITA,MF,Inter,23,1997.0,36.0,32.0,2896,32.2,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,99.0,261.0,149.0,2020-2021,Serie-A,0.093167701863354,0.217391304347826,0.3105590062111801,nicolò barella,2020,Serie A
Stefano Sensi,25,Italy,Central Midfield,20000000,Sassuolo,25000000.0,Serie_A_2020.csv,Serie A,,,stefano sensi,2020,2019,2020,Serie A,Stefano Sensi,it ITA,MF,Inter,23,1995.0,12.0,9.0,723,8.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,59.0,74.0,2019-2020,Serie-A,0.375,0.25,0.625,stefano sensi,2019,Serie A,Stefano Sensi,it ITA,MF,Inter,24,1995.0,18.0,4.0,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,2.0,12.0,58.0,40.0,2020-2021,Serie-A,0.0,0.0,0.0,stefano sensi,2020,Serie A
Christian Kouamé,22,Ivory Coast,Centre-Forward,17500000,Genoa,15500000.0,Serie_A_2020.csv,Serie A,,,christian kouamé,2020,2019,2020,Serie A,Christian Kouamé,ci CIV,FW MF,Fiorentina,21,1997.0,7.0,3.0,301,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7.0,7.0,22.0,2019-2020,Serie-A,0.0,0.0,0.0,christian kouamé,2019,Serie A,Christian Kouamé,ci CIV,FW,Fiorentina,22,1997.0,33.0,9.0,995,0.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,86.0,2020-2021,Serie-A,0.0,0.0,0.0,christian kouamé,2020,Serie A
Alfred Duncan,27,Ghana,Central Midfield,15000000,Sassuolo,15000000.0,Serie_A_2020.csv,Serie A,,,alfred duncan,2020,2019,2020,Serie A,Alfred Duncan,gh GHA,MF,Fiorentina,26,1993.0,13.0,10.0,887,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,0.0,23.0,54.0,31.0,2019-2020,Serie-A,0.0,0.0,0.0,alfred duncan,2019,Serie A,Alfred Duncan,gh GHA,MF,Fiorentina,27,1993.0,4.0,2.0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,10.0,2.0,2020-2021,Serie-A,0.0,0.0,0.0,alfred duncan,2020,Serie A
Marko Rog,25,Croatia,Central Midfield,13000000,Napoli,15000000.0,Serie_A_2020.csv,Serie A,,,marko rog,2020,2019,2020,Serie A,Marko Rog,hr CRO,MF,Cagliari,24,1995.0,30.0,28.0,2317,0.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,82.0,119.0,78.0,2019-2020,Serie-A,0.0,0.0,0.0,marko rog,2019,Serie A,Marko Rog,hr CRO,MF,Cagliari,25,1995.0,14.0,14.0,1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,30.0,53.0,14.0,2020-2021,Serie-A,0.0,0.0,0.0,marko rog,2020,Serie A
Giovanni Simeone,25,Argentina,Centre-Forward,15000000,Fiorentina,13000000.0,Serie_A_2020.csv,Serie A,,,giovanni simeone,2020,2019,2020,Serie A,Giovanni Simeone,ar ARG,FW,Cagliari,24,1995.0,37.0,34.0,2924,32.5,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,41.0,19.0,189.0,2019-2020,Serie-A,0.3692307692307692,0.0923076923076923,0.4615384615384615,giovanni simeone,2019,Serie A,Giovanni Simeone,ar ARG,FW,Cagliari,25,1995.0,33.0,19.0,174,0.0,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,81.0,2020-2021,Serie-A,0.0,0.0,0.0,giovanni simeone,2020,Serie A
Grégoire Defrel,29,France,Centre-Forward,8000000,Roma,11000000.0,Serie_A_2020.csv,Serie A,,,grégoire defrel,2020,2019,2020,Serie A,Grégoire Defrel,mq MTQ,FW MF,Sassuolo,28,1991.0,17.0,9.0,980,0.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,70.0,2019-2020,Serie-A,0.0,0.0,0.0,grégoire defrel,2019,Serie A,Grégoire Defrel,mq MTQ,MF FW,Sassuolo,29,1991.0,28.0,14.0,1336,0.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,51.0,82.0,2020-2021,Serie-A,0.0,0.0,0.0,grégoire defrel,2020,Serie A
Hernani,26,Brazil,Central Midfield,5500000,Zenit,6470000.0,Serie_A_2020.csv,Serie A,,,hernani,2020,2019,2020,Serie A,Hernani,br BRA,MF,Parma,25,1994.0,32.0,27.0,2419,0.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,62.0,2019-2020,Serie-A,0.0,0.0,0.0,hernani,2019,Serie A,Hernani,br BRA,MF,Parma,26,1994.0,33.0,27.0,2189,0.0,7.0,3.0,10.0,6.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,51.0,116.0,85.0,2020-2021,Serie-A,0.0,0.0,0.0,hernani,2020,Serie A
Federico Bernardeschi,23,Italy,Right Winger,30000000,Fiorentina,40000000.0,Serie_A_2017.csv,Serie A,,,federico bernardeschi,2017,2016,2017,Serie A,Federico Bernardeschi,it ITA,DF FW,Fiorentina,22,1994.0,32.0,27.0,2292,0.0,11.0,4.0,15.0,8.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,federico bernardeschi,2016,Serie A,Federico Bernardeschi,it ITA,DF FW,Fiorentina,22,1994.0,32.0,27.0,2292,0.0,11.0,4.0,15.0,8.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,federico bernardeschi,2017,Serie A
Matías Vecino,25,Uruguay,Central Midfield,13000000,Fiorentina,24000000.0,Serie_A_2017.csv,Serie A,,,matías vecino,2017,2016,2017,Serie A,Matías Vecino,uy URU,FW MF,Fiorentina,24,1991.0,31.0,26.0,2355,0.0,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,matías vecino,2016,Serie A,Matías Vecino,uy URU,FW MF,Fiorentina,24,1991.0,31.0,26.0,2355,0.0,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,matías vecino,2017,Serie A
Roberto Gagliardini,23,Italy,Central Midfield,15000000,Atalanta,20500000.0,Serie_A_2017.csv,Serie A,,,roberto gagliardini,2017,2016,2017,Serie A,Roberto Gagliardini,it ITA,MF,Atalanta,22,1994.0,13.0,8.0,777,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,roberto gagliardini,2016,Serie A,Roberto Gagliardini,it ITA,MF,Atalanta,22,1994.0,13.0,8.0,777,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,roberto gagliardini,2017,Serie A
Juan Cuadrado,29,Colombia,Right Midfield,25000000,Chelsea,20000000.0,Serie_A_2017.csv,Serie A,,,juan cuadrado,2017,2016,2017,Serie A,Juan Cuadrado,co COL,DF FW,Juventus,28,1988.0,30.0,21.0,2096,0.0,2.0,6.0,8.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,juan cuadrado,2016,Serie A,Juan Cuadrado,co COL,DF FW,Juventus,28,1988.0,30.0,21.0,2096,0.0,2.0,6.0,8.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,juan cuadrado,2017,Serie A
Marco Benassi,22,Italy,Central Midfield,9500000,Torino,12000000.0,Serie_A_2017.csv,Serie A,,,marco benassi,2017,2016,2017,Serie A,Marco Benassi,it ITA,MF,Torino,21,1994.0,28.0,24.0,2044,0.0,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,marco benassi,2016,Serie A,Marco Benassi,it ITA,MF,Torino,21,1994.0,28.0,24.0,2044,0.0,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,marco benassi,2017,Serie A
Lorenzo Pellegrini,21,Italy,Attacking Midfield,12000000,Sassuolo,10000000.0,Serie_A_2017.csv,Serie A,,,lorenzo pellegrini,2017,2016,2017,Serie A,Lorenzo Pellegrini,it ITA,MF,Sassuolo,20,1996.0,28.0,24.0,1941,0.0,6.0,6.0,12.0,5.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,lorenzo pellegrini,2016,Serie A,Lorenzo Pellegrini,it ITA,MF,Sassuolo,20,1996.0,28.0,24.0,1941,0.0,6.0,6.0,12.0,5.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,lorenzo pellegrini,2017,Serie A
Leonardo Pavoletti,28,Italy,Centre-Forward,11000000,Napoli,9800000.0,Serie_A_2017.csv,Serie A,,,leonardo pavoletti,2017,2016,2017,Serie A,Leonardo Pavoletti,it ITA,FW,Genoa,27,1988.0,9.0,7.0,581,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Serie-A,0.0,0.0,0.0,leonardo pavoletti,2016,Serie A,Leonardo Pavoletti,it ITA,FW,Genoa,27,1988.0,9.0,7.0,581,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Serie-A,0.0,0.0,0.0,leonardo pavoletti,2017,Serie A
