Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,has_before,has_after,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Tomas Cvancara,22,Czech Republic,Centre-Forward,4000000,AC Sparta Prague,10500000.0,Bundesliga_2023.csv,Bundesliga,,,tomas cvancara,2023,2022,2023,Bundesliga,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Honorat,26,France,Right Winger,10000000,Stade Brestois 29,8000000.0,Bundesliga_2023.csv,Bundesliga,,,franck honorat,2023,2022,2023,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franck Honorat,fr FRA,DF FW,Gladbach,26.0,1996.0,32.0,28.0,2345.0,0.0,3.0,9.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,93.0,242.0,2023-2024,Bundesliga,0.0,0.0,0.0,franck honorat,2023.0,Bundesliga
Mergim Berisha,25,Germany,Centre-Forward,12000000,FC Augsburg,14000000.0,Bundesliga_2023.csv,Bundesliga,,,mergim berisha,2023,2022,2023,Bundesliga,True,True,Mergim Berisha,de GER,FW,Augsburg,24.0,1998.0,23.0,20.0,1679.0,0.0,9.0,4.0,13.0,6.0,3.0,4.0,9.0,1.0,0.0,5.0,0.0,0.0,20.0,28.0,99.0,2022-2023,Bundesliga,0.0,0.0,0.0,mergim berisha,2022.0,Bundesliga,Mergim Berisha,de GER,FW,Hoffenheim,25.0,1998.0,6.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,2.0,3.0,13.0,2023-2024,Bundesliga,0.0,0.0,0.0,mergim berisha,2023.0,Bundesliga
Serhou Guirassy,27,Guinea,Centre-Forward,14000000,Stade Rennais FC,9000000.0,Bundesliga_2023.csv,Bundesliga,,,serhou guirassy,2023,2022,2023,Bundesliga,True,True,Serhou Guirassy,gn GUI,FW,Stuttgart,26.0,1996.0,22.0,20.0,1646.0,0.0,11.0,0.0,11.0,9.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,20.0,30.0,97.0,2022-2023,Bundesliga,0.0,0.0,0.0,serhou guirassy,2022.0,Bundesliga,Serhou Guirassy,gn GUI,FW,Stuttgart,27.0,1996.0,28.0,25.0,2208.0,0.0,28.0,3.0,31.0,24.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,56.0,183.0,2023-2024,Bundesliga,0.0,0.0,0.0,serhou guirassy,2023.0,Bundesliga
Tanguy Ndombélé,21,France,Central Midfield,25000000,Amiens SC,8000000.0,Ligue_1_2018.csv,Ligue 1,,,tanguy ndombélé,2018,2017,2018,Ligue 1,True,True,Tanguy Ndombele,fr FRA,MF,Amiens,20.0,1996.0,3.0,3.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,12.0,17.0,8.0,2017-2018,Ligue-1,0.0,0.0,0.0,tanguy ndombele,2017.0,Ligue 1,Tanguy Ndombele,fr FRA,MF,Lyon,21.0,1996.0,34.0,31.0,269.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,266.0,61.0,2018-2019,Ligue-1,0.0,0.0,0.0,tanguy ndombele,2018.0,Ligue 1
Samuel Kalu,20,Nigeria,Right Winger,5000000,KAA Gent,8500000.0,Ligue_1_2018.csv,Ligue 1,,,samuel kalu,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Kalu,ng NGA,FW,Bordeaux,20.0,1997.0,21.0,14.0,1281.0,0.0,3.0,2.0,5.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,62.0,49.0,134.0,2018-2019,Ligue-1,0.0,0.0,0.0,samuel kalu,2018.0,Ligue 1
Rafael Leão,19,Portugal,Left Winger,6000000,Sporting CP,20200000.0,Ligue_1_2018.csv,Ligue 1,,,rafael leão,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael Leão,pt POR,FW,Lille,19.0,1999.0,24.0,16.0,1287.0,0.0,8.0,3.0,11.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,17.0,17.0,76.0,2018-2019,Ligue-1,0.0,0.0,0.0,rafael leão,2018.0,Ligue 1
Jonathan Ikoné,20,France,Right Winger,700000,Paris Saint-Germain,5000000.0,Ligue_1_2018.csv,Ligue 1,,,jonathan ikoné,2018,2017,2018,Ligue 1,True,True,Jonathan Ikone,fr FRA,MF FW,Montpellier,19.0,1998.0,18.0,12.0,998.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,48.0,40.0,85.0,2017-2018,Ligue-1,0.0,0.0,0.0,jonathan ikone,2017.0,Ligue 1,Jonathan Ikone,fr FRA,MF FW,Lille,20.0,1998.0,38.0,34.0,2796.0,0.0,3.0,9.0,12.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,112.0,96.0,199.0,2018-2019,Ligue-1,0.0,0.0,0.0,jonathan ikone,2018.0,Ligue 1
Moussa Dembélé,22,France,Centre-Forward,7000000,Celtic,22000000.0,Ligue_1_2018.csv,Ligue 1,,,moussa dembélé,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moussa Dembélé,fr FRA,FW,Lyon,22.0,1996.0,33.0,21.0,2016.0,0.0,15.0,4.0,19.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,24.0,164.0,2018-2019,Ligue-1,0.0,0.0,0.0,moussa dembélé,2018.0,Ligue 1
Tanguy Ndombélé,21,France,Central Midfield,25000000,Amiens SC,8000000.0,Ligue_1_2018.csv,Ligue 1,,,tanguy ndombélé,2018,2017,2018,Ligue 1,True,True,Tanguy Ndombele,fr FRA,MF,Amiens,20.0,1996.0,3.0,3.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,12.0,17.0,8.0,2017-2018,Ligue-1,0.0,0.0,0.0,tanguy ndombele,2017.0,Ligue 1,Tanguy Ndombele,fr FRA,MF,Lyon,21.0,1996.0,34.0,31.0,269.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.0,266.0,61.0,2018-2019,Ligue-1,0.0,0.0,0.0,tanguy ndombele,2018.0,Ligue 1
Lenny Pintor,18,France,Right Winger,500000,Stade Brestois 29,5000000.0,Ligue_1_2018.csv,Ligue 1,,,lenny pintor,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenny Pintor,fr FRA,FW,Lyon,17.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018-2019,Ligue-1,0.0,0.0,0.0,lenny pintor,2018.0,Ligue 1
Aleksandr Golovin,22,Russia,Attacking Midfield,25000000,CSKA Moscow,30000000.0,Ligue_1_2018.csv,Ligue 1,,,aleksandr golovin,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandr Golovin,ru RUS,MF FW,Monaco,22.0,1996.0,30.0,27.0,229.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,80.0,120.0,151.0,2018-2019,Ligue-1,0.0,0.0,0.0,aleksandr golovin,2018.0,Ligue 1
Willem Geubbels,16,France,Centre-Forward,6000000,Olympique Lyon,20000000.0,Ligue_1_2018.csv,Ligue 1,,,willem geubbels,2018,2017,2018,Ligue 1,True,True,Willem Geubbels,fr FRA,FW MF,Lyon,15.0,2001.0,2.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2017-2018,Ligue-1,0.0,0.0,0.0,willem geubbels,2017.0,Ligue 1,Willem Geubbels,fr FRA,MF,Monaco,16.0,2001.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018-2019,Ligue-1,0.0,0.0,0.0,willem geubbels,2018.0,Ligue 1
Nacer Chadli,29,Belgium,Left Winger,15000000,West Bromwich Albion,12000000.0,Ligue_1_2018.csv,Ligue 1,,,nacer chadli,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nacer Chadli,be BEL,MF DF,Monaco,28.0,1989.0,16.0,9.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,21.0,26.0,51.0,2018-2019,Ligue-1,0.0,0.0,0.0,nacer chadli,2018.0,Ligue 1
Cesc Fàbregas,31,Spain,Central Midfield,25000000,Chelsea,9000000.0,Ligue_1_2018.csv,Ligue 1,,,cesc fàbregas,2018,2017,2018,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesc Fàbregas,es ESP,MF,Monaco,31.0,1987.0,13.0,12.0,966.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,113.0,31.0,2018-2019,Ligue-1,0.0,0.0,0.0,cesc fàbregas,2018.0,Ligue 1
Kylian Mbappé,19,France,Centre-Forward,120000000,AS Monaco,180000000.0,Ligue_1_2018.csv,Ligue 1,,,kylian mbappé,2018,2017,2018,Ligue 1,True,True,Kylian Mbappé,fr FRA,FW,Paris S-G,18.0,1998.0,27.0,24.0,2094.0,0.0,13.0,8.0,21.0,13.0,0.0,0.0,2.0,0.0,14.0,14.0,0.0,0.0,98.0,60.0,282.0,2017-2018,Ligue-1,0.0,0.0,0.0,kylian mbappé,2017.0,Ligue 1,Kylian Mbappé,fr FRA,FW,Paris S-G,19.0,1998.0,29.0,24.0,2343.0,26.0,33.0,7.0,40.0,32.0,1.0,2.0,5.0,1.0,28.0,0.0,0.0,0.0,114.0,97.0,311.0,2018-2019,Ligue-1,1.2692307692307692,0.2692307692307692,1.5384615384615383,kylian mbappé,2018.0,Ligue 1
Gonçalo Guedes,21,Portugal,Left Winger,40000000,Valencia,40000000.0,Ligue_1_2018.csv,Ligue 1,,,gonçalo guedes,2018,2017,2018,Ligue 1,True,False,Gonçalo Guedes,pt POR,FW,Paris S-G,20.0,1996.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017-2018,Ligue-1,0.0,0.0,0.0,gonçalo guedes,2017.0,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Pastore,29,Argentina,Attacking Midfield,15000000,AS Roma,24700000.0,Ligue_1_2018.csv,Ligue 1,,,javier pastore,2018,2017,2018,Ligue 1,True,False,Javier Pastore,ar ARG,MF FW,Paris S-G,28.0,1989.0,25.0,14.0,1347.0,15.0,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,65.0,96.0,131.0,2017-2018,Ligue-1,0.2666666666666666,0.3333333333333333,0.6,javier pastore,2017.0,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odsonne Édouard,20,France,Centre-Forward,1500000,Celtic,10300000.0,Ligue_1_2018.csv,Ligue 1,,,odsonne édouard,2018,2017,2018,Ligue 1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Ikoné,20,France,Right Winger,700000,LOSC Lille,5000000.0,Ligue_1_2018.csv,Ligue 1,,,jonathan ikoné,2018,2017,2018,Ligue 1,True,True,Jonathan Ikone,fr FRA,MF FW,Montpellier,19.0,1998.0,18.0,12.0,998.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,48.0,40.0,85.0,2017-2018,Ligue-1,0.0,0.0,0.0,jonathan ikone,2017.0,Ligue 1,Jonathan Ikone,fr FRA,MF FW,Lille,20.0,1998.0,38.0,34.0,2796.0,0.0,3.0,9.0,12.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,112.0,96.0,199.0,2018-2019,Ligue-1,0.0,0.0,0.0,jonathan ikone,2018.0,Ligue 1
Jordan,22,United States,Centre-Forward,2500000,Stade Reims,9000000.0,Ligue_1_2018.csv,Ligue 1,,,jordan,2018,2017,2018,Ligue 1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wahbi Khazri,27,Tunisia,Left Winger,10000000,Sunderland,7000000.0,Ligue_1_2018.csv,Ligue 1,,,wahbi khazri,2018,2017,2018,Ligue 1,True,True,Wahbi Khazri,tn TUN,FW MF,Rennes,26.0,1991.0,24.0,23.0,1918.0,0.0,9.0,2.0,11.0,6.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,54.0,64.0,146.0,2017-2018,Ligue-1,0.0,0.0,0.0,wahbi khazri,2017.0,Ligue 1,Wahbi Khazri,tn TUN,FW MF,Saint-Étienne,27.0,1991.0,32.0,32.0,2817.0,0.0,13.0,6.0,19.0,9.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,80.0,120.0,235.0,2018-2019,Ligue-1,0.0,0.0,0.0,wahbi khazri,2018.0,Ligue 1
Rémy Cabella,28,France,Attacking Midfield,9000000,Olympique Marseille,6000000.0,Ligue_1_2018.csv,Ligue 1,,,rémy cabella,2018,2017,2018,Ligue 1,True,True,Rémy Cabella,fr FRA,FW MF,Marseille,27.0,1990.0,3.0,0.0,64.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,9.0,5.0,2.0,2017-2018,Ligue-1,1.4285714285714286,0.0,1.4285714285714286,rémy cabella,2017.0,Ligue 1,Rémy Cabella,fr FRA,MF FW,Saint-Étienne,28.0,1990.0,34.0,34.0,2997.0,33.3,8.0,4.0,12.0,7.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,224.0,279.0,270.0,2018-2019,Ligue-1,0.2402402402402402,0.1201201201201201,0.3603603603603604,rémy cabella,2018.0,Ligue 1
Thorgan Hazard,26,Belgium,Attacking Midfield,38000000,Borussia Mönchengladbach,25500000.0,Bundesliga_2019.csv,Bundesliga,Borussia Dortmund,,thorgan hazard,2019,2018,2019,Bundesliga,True,True,Thorgan Hazard,be BEL,FW MF,Gladbach,25.0,1993.0,33.0,33.0,2873.0,31.9,10.0,11.0,21.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0,130.0,321.0,2018-2019,Bundesliga,0.3134796238244514,0.3448275862068966,0.658307210031348,thorgan hazard,2018.0,Bundesliga,Thorgan Hazard,be BEL,FW MF,Dortmund,26.0,1993.0,33.0,28.0,238.0,0.0,7.0,13.0,20.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,95.0,281.0,2019-2020,Bundesliga,0.0,0.0,0.0,thorgan hazard,2019.0,Bundesliga
Julian Brandt,23,Germany,Attacking Midfield,50000000,Bayer Leverkusen,25000000.0,Bundesliga_2019.csv,Bundesliga,Borussia Dortmund,,julian brandt,2019,2018,2019,Bundesliga,True,True,Julian Brandt,de GER,MF FW,Leverkusen,22.0,1996.0,33.0,30.0,2666.0,0.0,7.0,11.0,18.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,107.0,198.0,291.0,2018-2019,Bundesliga,0.0,0.0,0.0,julian brandt,2018.0,Bundesliga,Julian Brandt,de GER,MF FW,Dortmund,23.0,1996.0,33.0,25.0,2203.0,0.0,3.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,59.0,188.0,183.0,2019-2020,Bundesliga,0.0,0.0,0.0,julian brandt,2019.0,Bundesliga
Paco Alcácer,25,Spain,Centre-Forward,37000000,Barcelona,21000000.0,Bundesliga_2019.csv,Bundesliga,Borussia Dortmund,,paco alcácer,2019,2018,2019,Bundesliga,True,True,Paco Alcácer,es ESP,FW,Dortmund,24.0,1993.0,26.0,11.0,1211.0,0.0,18.0,0.0,18.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,70.0,2018-2019,Bundesliga,0.0,0.0,0.0,paco alcácer,2018.0,Bundesliga,Paco Alcácer,es ESP,FW,Dortmund,25.0,1993.0,11.0,6.0,530.0,0.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,8.0,37.0,2019-2020,Bundesliga,0.0,0.0,0.0,paco alcácer,2019.0,Bundesliga
Erling Haaland,19,Norway,Centre-Forward,45000000,Red Bull Salzburg,20000000.0,Bundesliga_2019.csv,Bundesliga,Borussia Dortmund,,erling haaland,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erling Haaland,no NOR,FW,Dortmund,19.0,2000.0,15.0,11.0,1063.0,0.0,13.0,2.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,21.0,69.0,2019-2020,Bundesliga,0.0,0.0,0.0,erling haaland,2019.0,Bundesliga
Dani Olmo,21,Spain,Attacking Midfield,35000000,Dinamo Zagreb,34200000.0,Bundesliga_2019.csv,Bundesliga,RB Leipzig,,dani olmo,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dani Olmo,es ESP,MF FW,RB Leipzig,21.0,1998.0,12.0,9.0,747.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,46.0,57.0,2019-2020,Bundesliga,0.0,0.0,0.0,dani olmo,2019.0,Bundesliga
Christopher Nkunku,21,France,Centre-Forward,12000000,PSG,19500000.0,Bundesliga_2019.csv,Bundesliga,RB Leipzig,,christopher nkunku,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Nkunku,fr FRA,MF FW,RB Leipzig,21.0,1997.0,32.0,21.0,1925.0,0.0,5.0,13.0,18.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0,94.0,184.0,2019-2020,Bundesliga,0.0,0.0,0.0,christopher nkunku,2019.0,Bundesliga
Ademola Lookman,21,England,Second Striker,20000000,Everton,18000000.0,Bundesliga_2019.csv,Bundesliga,RB Leipzig,,ademola lookman,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ademola Lookman,ng NGA,FW MF,RB Leipzig,21.0,1997.0,11.0,1.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,22.0,32.0,2019-2020,Bundesliga,0.0,0.0,0.0,ademola lookman,2019.0,Bundesliga
Hannes Wolf,20,Austria,Right Winger,12000000,Red Bull Salzburg,12000000.0,Bundesliga_2019.csv,Bundesliga,RB Leipzig,,hannes wolf,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hannes Wolf,at AUT,FW MF,RB Leipzig,20.0,1999.0,5.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2019-2020,Bundesliga,0.0,0.0,0.0,hannes wolf,2019.0,Bundesliga
Kerem Demirbay,25,Germany,Central Midfield,32000000,TSG Hoffenheim,32000000.0,Bundesliga_2019.csv,Bundesliga,Bayer Leverkusen,,kerem demirbay,2019,2018,2019,Bundesliga,True,True,Kerem Demirbay,de GER,MF,Hoffenheim,25.0,1993.0,26.0,24.0,2017.0,0.0,4.0,9.0,13.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,82.0,181.0,66.0,2018-2019,Bundesliga,0.0,0.0,0.0,kerem demirbay,2018.0,Bundesliga,Kerem Demirbay,de GER,MF,Leverkusen,26.0,1993.0,25.0,18.0,1573.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,34.0,102.0,37.0,2019-2020,Bundesliga,0.0,0.0,0.0,kerem demirbay,2019.0,Bundesliga
Exequiel Palacios,21,Argentina,Central Midfield,25000000,River Plate,17000000.0,Bundesliga_2019.csv,Bundesliga,Bayer Leverkusen,,exequiel palacios,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exequiel Palacios,ar ARG,MF,Leverkusen,20.0,1998.0,3.0,2.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,9.0,6.0,2019-2020,Bundesliga,0.0,0.0,0.0,exequiel palacios,2019.0,Bundesliga
Moussa Diaby,19,France,Right Winger,12000000,PSG,15000000.0,Bundesliga_2019.csv,Bundesliga,Bayer Leverkusen,,moussa diaby,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moussa Diaby,fr FRA,FW MF,Leverkusen,20.0,1999.0,28.0,18.0,1771.0,0.0,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,118.0,44.0,204.0,2019-2020,Bundesliga,0.0,0.0,0.0,moussa diaby,2019.0,Bundesliga
Nadiem Amiri,22,Germany,Central Midfield,17000000,TSG Hoffenheim,10500000.0,Bundesliga_2019.csv,Bundesliga,Bayer Leverkusen,,nadiem amiri,2019,2018,2019,Bundesliga,True,True,Nadiem Amiri,de GER,MF,Hoffenheim,21.0,1996.0,13.0,10.0,754.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,36.0,2018-2019,Bundesliga,0.0,0.0,0.0,nadiem amiri,2018.0,Bundesliga,Nadiem Amiri,de GER,MF FW,Leverkusen,22.0,1996.0,30.0,22.0,1857.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,53.0,106.0,95.0,2019-2020,Bundesliga,0.0,0.0,0.0,nadiem amiri,2019.0,Bundesliga
Breel Embolo,22,Switzerland,Centre-Forward,14000000,FC Schalke 04,11000000.0,Bundesliga_2019.csv,Bundesliga,Borussia Mönchengladbach,,breel embolo,2019,2018,2019,Bundesliga,True,True,Breel Embolo,ch SUI,FW,Schalke 04,21.0,1997.0,20.0,15.0,1345.0,0.0,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,111.0,2018-2019,Bundesliga,0.0,0.0,0.0,breel embolo,2018.0,Bundesliga,Breel Embolo,ch SUI,FW MF,Gladbach,22.0,1997.0,28.0,17.0,155.0,0.0,8.0,5.0,13.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,120.0,2019-2020,Bundesliga,0.0,0.0,0.0,breel embolo,2019.0,Bundesliga
Marcus Thuram,21,France,Centre-Forward,9000000,Guingamp,9000000.0,Bundesliga_2019.csv,Bundesliga,Borussia Mönchengladbach,,marcus thuram,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Thuram,fr FRA,FW,Gladbach,21.0,1997.0,31.0,28.0,2202.0,0.0,10.0,8.0,18.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,96.0,52.0,217.0,2019-2020,Bundesliga,0.0,0.0,0.0,marcus thuram,2019.0,Bundesliga
Xaver Schlager,21,Austria,Central Midfield,15000000,Red Bull Salzburg,12000000.0,Bundesliga_2019.csv,Bundesliga,VfL Wolfsburg,,xaver schlager,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaver Schlager,at AUT,MF,Wolfsburg,21.0,1997.0,23.0,21.0,1719.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,39.0,78.0,41.0,2019-2020,Bundesliga,0.0,0.0,0.0,xaver schlager,2019.0,Bundesliga
Luka Jović,21,Serbia,Centre-Forward,60000000,Benfica,22340000.0,Bundesliga_2019.csv,Bundesliga,Eintracht Frankfurt,,luka jović,2019,2018,2019,Bundesliga,True,False,Luka Jović,rs SRB,FW MF,Eint Frankfurt,20.0,1997.0,32.0,25.0,2243.0,0.0,17.0,5.0,22.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,34.0,64.0,164.0,2018-2019,Bundesliga,0.0,0.0,0.0,luka jović,2018.0,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibril Sow,22,Switzerland,Central Midfield,9000000,Young Boys,14000000.0,Bundesliga_2019.csv,Bundesliga,Eintracht Frankfurt,,djibril sow,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibril Sow,ch SUI,MF,Eint Frankfurt,22.0,1997.0,29.0,18.0,1746.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,95.0,61.0,2019-2020,Bundesliga,0.0,0.0,0.0,djibril sow,2019.0,Bundesliga
Bas Dost,30,Netherlands,Centre-Forward,17000000,Sporting CP,7000000.0,Bundesliga_2019.csv,Bundesliga,Eintracht Frankfurt,,bas dost,2019,2018,2019,Bundesliga,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bas Dost,nl NED,FW,Eint Frankfurt,30.0,1989.0,24.0,16.0,1475.0,0.0,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,42.0,72.0,2019-2020,Bundesliga,0.0,0.0,0.0,bas dost,2019.0,Bundesliga
